customer_id,segment,support_channel,response_time_hours,resolution_time_hours,contacts_last_30d,satisfaction_score,retained_next_period
C02423,SMB,Email,16.32,50.16,2,3.64,1
C02424,Mid-Market,Chat,7.36,27.58,2,3.93,1
C02425,SMB,Phone,4.89,15.24,5,3.74,1
C02426,Mid-Market,Email,10.5,17.08,5,3.69,1
C02427,Mid-Market,Email,13.81,43.97,4,4.14,1
C02428,SMB,Phone,13.09,41.22,5,4.18,1
C02429,SMB,Email,20.65,39.2,5,3.41,1
C02430,SMB,Email,14.29,42.96,0,3.95,0
C02431,Enterprise,Email,4.58,16.01,3,4.11,1
C02432,SMB,Email,4.39,5.81,6,3.8,1
C02433,SMB,Phone,5.3,13.44,3,3.66,0
C02434,Enterprise,Phone,9.41,17.37,3,4.12,1
C02435,Enterprise,Chat,2.42,4.41,1,4.53,1
C02436,SMB,Chat,17.56,38.91,2,4.11,0
C02437,SMB,Email,35.1,55.18,4,3.11,0
C02438,Mid-Market,Chat,13.62,30.12,0,4.47,1
C02439,SMB,Chat,11.31,16.31,1,3.78,0
C02440,SMB,Email,45.72,125.08,1,3.47,0
C02441,Enterprise,Email,12.02,22.39,2,3.98,1
C02442,SMB,Chat,10.96,26.15,6,4.44,0
C02443,SMB,Chat,18.13,38.11,2,3.61,1
C02444,SMB,Email,6.56,14.35,2,3.44,1
C02445,SMB,Chat,1.76,6.23,4,4.59,1
C02446,Mid-Market,Email,2.82,8.03,2,3.68,1
C02447,SMB,Phone,8.68,24.89,1,3.68,1
C02448,Mid-Market,Email,15.22,50.12,1,3.96,1
C02449,SMB,Phone,11.36,20.56,5,3.97,1
C02450,SMB,Email,12.0,28.42,4,4.46,0
C02451,SMB,Chat,1.49,2.29,4,3.7,1
C02452,SMB,Phone,5.23,18.16,4,4.05,1
C02453,Mid-Market,Phone,5.78,7.63,2,4.1,1
C02454,SMB,Email,13.0,47.72,4,4.07,1
C02455,Mid-Market,Email,17.42,41.26,2,3.78,0
C02456,Mid-Market,Chat,37.36,141.76,3,2.92,0
C02457,Mid-Market,Chat,9.02,21.81,5,3.06,0
C02458,Mid-Market,Email,3.8,6.7,3,4.42,1
C02459,Mid-Market,Email,14.23,31.63,0,3.98,0
C02460,SMB,Chat,6.75,24.87,1,3.74,1
C02461,SMB,Phone,3.3,7.06,3,4.15,1
C02462,SMB,Chat,6.95,19.96,3,3.93,0
C02463,Enterprise,Email,3.48,5.72,3,4.14,1
C02464,SMB,Phone,11.56,19.81,2,4.17,1
C02465,SMB,Chat,13.66,20.2,4,4.08,1
C02466,SMB,Email,10.43,15.89,0,4.05,1
C02467,SMB,Phone,19.93,26.57,5,4.34,1
C02468,Enterprise,Chat,11.91,21.06,3,3.87,1
C02469,Mid-Market,Email,19.84,66.37,3,3.0,1
C02470,Mid-Market,Chat,15.01,24.9,3,3.72,1
C02471,SMB,Chat,9.26,32.96,2,4.36,1
C02472,SMB,Phone,5.25,18.12,5,3.68,1
C02473,Mid-Market,Chat,13.15,49.18,4,3.96,1
C02474,Enterprise,Chat,11.37,16.19,3,4.14,1
C02475,SMB,Chat,16.41,42.01,2,3.61,0
C02476,SMB,Chat,22.93,77.75,1,3.34,1
C02477,Mid-Market,Phone,9.7,28.38,3,3.44,1
C02478,SMB,Chat,8.81,12.73,3,4.22,1
C02479,SMB,Email,5.16,14.01,4,3.26,0
C02480,Mid-Market,Phone,10.76,27.75,8,3.99,1
C02481,SMB,Phone,26.03,48.86,1,3.96,0
C02482,Mid-Market,Phone,20.83,60.21,4,3.26,0
C02483,SMB,Chat,9.38,17.05,1,3.7,1
C02484,Mid-Market,Phone,5.48,19.55,2,3.62,1
C02485,SMB,Email,12.62,35.0,2,4.44,1
C02486,Mid-Market,Email,7.36,25.55,0,3.59,0
C02487,SMB,Chat,28.65,65.86,3,2.78,1
C02488,SMB,Phone,12.3,43.89,1,4.2,1
C02489,SMB,Email,3.76,14.07,5,4.29,0
C02490,Mid-Market,Email,5.73,17.38,1,3.29,0
C02491,SMB,Email,8.66,31.11,3,3.8,1
C02492,SMB,Chat,13.88,32.94,1,3.65,0
C02493,SMB,Phone,18.3,67.39,0,3.94,0
C02494,SMB,Chat,7.42,13.28,2,3.76,1
C02495,SMB,Chat,7.29,14.5,0,4.28,0
C02496,SMB,Chat,15.48,20.08,3,4.17,1
C02497,SMB,Phone,7.9,24.26,4,3.75,0
C02498,Mid-Market,Email,28.01,96.21,3,3.31,1
C02499,SMB,Phone,6.18,9.24,1,3.48,1
C02500,Mid-Market,Chat,14.88,27.7,2,4.04,1
